date,year,quarter,month_number,month_name,region,zone,main_city,visitor_type,travel_purpose,accommodation_type,visitors,tourist_nights,spend_sar,rooms_available,rooms_sold,occupancy_rate,average_daily_rate_sar,room_revenue_sar,cancellation_rate,satisfaction_score
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Business,Hotel,2091,4117,1759461,7161,1119,0.1563,480.66,537854,0.0986,4.28
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Business,Serviced Apartment,842,1868,868127,6269,444,0.0708,383.09,170093,0.0361,4.03
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Business,Resort,502,1020,413690,5990,280,0.0467,680.06,190417,0.0919,4.58
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Business,Other Paid Accommodation,467,1032,415207,4404,224,0.0509,259.84,58203,0.0749,4.05
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Religious,Hotel,277,848,318432,6832,246,0.036,465.67,114555,0.1109,4.09
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Religious,Serviced Apartment,135,454,189605,4887,125,0.0256,342.16,42770,0.0762,4.22
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Religious,Resort,68,239,95338,5486,63,0.0115,669.95,42206,0.0631,4.1
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Religious,Other Paid Accommodation,69,226,102717,4146,49,0.0118,247.58,12131,0.1131,4.27
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Family Visit,Hotel,2188,4147,1953448,7709,1035,0.1343,569.52,589454,0.0663,3.76
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Family Visit,Serviced Apartment,1104,2447,934523,7954,608,0.0764,318.98,193936,0.0477,4.63
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Family Visit,Resort,601,1196,553725,3561,356,0.1,798.58,284293,0.1077,4.29
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Family Visit,Other Paid Accommodation,494,966,406332,5533,260,0.047,261.79,68064,0.0754,4.57
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Events,Hotel,804,2040,919888,6048,569,0.0941,485.06,275997,0.074,4.02
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Events,Serviced Apartment,349,708,303705,3211,189,0.0589,339.59,64183,0.093,4.28
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Events,Resort,186,407,183561,5681,97,0.0171,714.8,69335,0.069,3.45
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Domestic,Events,Other Paid Accommodation,144,361,149122,5097,79,0.0155,214.13,16916,0.0821,4.03
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Leisure,Hotel,2599,11590,8437843,7368,3198,0.434,486.1,1554540,0.0496,4.25
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Leisure,Serviced Apartment,1082,4183,3285623,7393,1124,0.152,367.36,412917,0.0608,3.67
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Leisure,Resort,667,2788,2138076,5835,754,0.1292,728.18,549049,0.074,4.59
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Leisure,Other Paid Accommodation,590,2616,2167934,4221,802,0.19,252.54,202536,0.0822,4.4
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Business,Hotel,1314,5677,4040692,5443,1636,0.3006,517.11,845992,0.0699,4.07
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Business,Serviced Apartment,553,2275,1724169,5294,580,0.1096,344.2,199638,0.0996,4.03
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Business,Resort,289,1198,875675,6637,288,0.0434,715.08,205943,0.0489,4.41
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Business,Other Paid Accommodation,271,1202,953781,5464,352,0.0644,256.05,90128,0.0472,4.34
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Religious,Hotel,214,1176,871904,4447,292,0.0657,378.22,110439,0.0523,4.88
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Religious,Serviced Apartment,89,486,390658,4865,128,0.0263,341.87,43759,0.0516,3.99
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Religious,Resort,50,270,221528,6095,64,0.0105,703.04,44994,0.0424,3.62
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Religious,Other Paid Accommodation,50,275,209894,5507,73,0.0133,220.27,16079,0.0608,4.49
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Family Visit,Hotel,1555,6058,4640010,8469,1781,0.2103,573.53,1021459,0.0328,4.3
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Family Visit,Serviced Apartment,587,2535,1828445,4962,696,0.1403,324.19,225636,0.0765,3.64
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Family Visit,Resort,360,1311,1050445,4927,313,0.0635,729.79,228424,0.0921,4.56
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Family Visit,Other Paid Accommodation,329,1325,1019376,3686,367,0.0996,246.49,90462,0.0606,3.69
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Events,Hotel,479,2194,1706560,5191,594,0.1144,536.0,318384,0.0313,3.9
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Events,Serviced Apartment,189,774,651556,5337,202,0.0378,351.58,71019,0.0194,3.92
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Events,Resort,103,411,335496,5805,100,0.0172,647.03,64703,0.0385,4.22
2024-04-01,2024,Q2,4,Apr,Tabuk,Northern,Tabuk,Inbound,Events,Other Paid Accommodation,102,436,311191,4965,119,0.024,262.98,31294,0.0894,3.79
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Leisure,Hotel,7005,14554,6760815,13928,3727,0.2676,642.05,2392915,0.0324,4.73
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Leisure,Serviced Apartment,3110,6924,3210043,7872,1878,0.2386,371.57,697803,0.0737,4.14
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Leisure,Resort,1699,3619,1856929,7288,929,0.1275,876.78,814531,0.081,4.2
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Leisure,Other Paid Accommodation,1831,3735,1965060,6930,1106,0.1596,278.22,307711,0.0767,3.64
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Business,Hotel,4555,9854,5049838,10052,2752,0.2738,604.79,1664389,0.0436,4.59
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Business,Serviced Apartment,1570,3279,1643124,6361,914,0.1437,415.98,380205,0.0734,4.41
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Business,Resort,818,1631,758733,5499,493,0.0897,844.8,416484,0.0956,4.34
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Business,Other Paid Accommodation,722,1298,572314,5128,390,0.0761,312.67,121941,0.0723,4.38
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Religious,Hotel,579,1837,928304,5983,538,0.0899,616.11,331469,0.0606,4.22
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Religious,Serviced Apartment,248,830,378474,5228,196,0.0375,401.47,78687,0.047,3.39
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Religious,Resort,155,487,221936,6841,119,0.0174,750.95,89363,0.0649,4.15
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Religious,Other Paid Accommodation,115,358,170957,6798,84,0.0124,302.24,25388,0.1083,3.99
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Family Visit,Hotel,4498,9336,4044122,12569,2575,0.2049,588.03,1514166,0.032,4.4
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Family Visit,Serviced Apartment,1768,3927,1959932,6682,744,0.1113,409.37,304569,0.0656,4.19
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Family Visit,Resort,1068,2232,1122854,6884,536,0.0779,761.91,408383,0.0988,4.05
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Family Visit,Other Paid Accommodation,899,1703,859387,6516,455,0.0698,298.3,135727,0.0765,3.97
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Events,Hotel,2914,6509,3352792,8985,2080,0.2315,577.05,1200270,0.0311,3.92
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Events,Serviced Apartment,1163,2445,1189834,5973,808,0.1353,462.92,374040,0.0414,4.12
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Events,Resort,637,1425,625330,4185,348,0.0832,951.83,331237,0.0536,4.47
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Domestic,Events,Other Paid Accommodation,609,1257,637272,4632,330,0.0712,232.98,76882,0.0724,3.95
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Leisure,Hotel,6184,26045,23882412,14383,7111,0.4944,662.3,4709612,0.0708,4.39
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Leisure,Serviced Apartment,2502,10604,8974406,7824,2894,0.3699,416.87,1206426,0.0715,3.75
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Leisure,Resort,940,3765,3302201,6390,1078,0.1687,874.27,942465,0.0575,4.01
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Leisure,Other Paid Accommodation,1096,4652,3799158,7172,1390,0.1938,301.09,418509,0.0941,3.96
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Business,Hotel,2645,11025,10818065,9628,3150,0.3272,697.85,2198220,0.0573,4.41
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Business,Serviced Apartment,1167,5091,4489965,6377,1276,0.2001,403.43,514780,0.0495,4.09
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Business,Resort,535,2352,2005249,5158,698,0.1353,896.95,626073,0.0639,4.42
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Business,Other Paid Accommodation,484,2012,1922435,5545,532,0.0959,283.61,150877,0.0209,4.11
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Religious,Hotel,394,2283,2006401,5994,647,0.1079,724.96,469049,0.0951,3.91
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Religious,Serviced Apartment,170,885,743155,3940,283,0.0718,452.2,127971,0.1008,4.41
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Religious,Resort,89,474,419397,4609,120,0.026,806.07,96728,0.1289,4.17
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Religious,Other Paid Accommodation,83,482,441001,4329,123,0.0284,285.89,35164,0.1264,4.51
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Family Visit,Hotel,2905,12082,10800076,9290,3377,0.3635,570.63,1927010,0.0476,4.35
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Family Visit,Serviced Apartment,1011,4119,3606409,6758,1247,0.1845,371.6,463384,0.0387,4.48
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Family Visit,Resort,689,2749,2280780,6518,759,0.1164,853.44,647761,0.0505,4.45
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Family Visit,Other Paid Accommodation,546,2263,1843615,6562,601,0.0916,282.18,169588,0.0997,3.89
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Events,Hotel,1844,7170,6069693,8891,1695,0.1906,625.17,1059661,0.1101,4.41
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Events,Serviced Apartment,708,2816,2176236,7561,744,0.0984,353.46,262976,0.0445,3.88
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Events,Resort,389,1819,1677843,6033,554,0.0918,974.24,539731,0.0832,4.63
2024-05-01,2024,Q2,5,May,Riyadh,Central,Riyadh,Inbound,Events,Other Paid Accommodation,352,1417,1161802,5790,296,0.0511,313.21,92710,0.0577,4.36
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Leisure,Hotel,11911,27660,14468255,21918,7971,0.3637,563.22,4489460,0.0711,4.51
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Leisure,Serviced Apartment,5231,12581,5426473,12056,2855,0.2368,423.45,1208938,0.0647,4.11
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Leisure,Resort,3097,6327,3570567,10180,1744,0.1713,803.74,1401724,0.0472,4.38
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Leisure,Other Paid Accommodation,2567,5899,2835151,8545,1639,0.1918,279.76,458519,0.0769,4.67
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Business,Hotel,6580,14375,7270982,14180,3606,0.2543,465.4,1678229,0.0187,4.46
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Business,Serviced Apartment,2597,5376,2964644,8632,1160,0.1344,437.8,507843,0.099,4.33
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Business,Resort,1505,2630,1277506,6294,757,0.1203,952.93,721370,0.0608,4.43
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Business,Other Paid Accommodation,1173,2459,1151053,8457,609,0.072,285.2,173686,0.1042,3.66
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Religious,Hotel,12235,40647,18830104,23489,12921,0.5501,645.9,8345663,0.0626,3.91
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Religious,Serviced Apartment,4799,15689,7535526,11278,4085,0.3622,413.96,1691027,0.0392,4.41
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Religious,Resort,2422,8046,3810603,9069,2332,0.2571,884.06,2061633,0.0408,4.22
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Religious,Other Paid Accommodation,2668,8621,4426091,8756,2304,0.2631,287.43,662231,0.0492,4.37
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Family Visit,Hotel,6611,14615,7515881,14758,3811,0.2582,622.72,2373170,0.0516,4.22
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Family Visit,Serviced Apartment,2719,5295,2654246,9822,1595,0.1624,421.0,671494,0.1067,3.98
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Family Visit,Resort,1707,3895,1885781,7632,1172,0.1536,894.59,1048454,0.0765,4.16
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Family Visit,Other Paid Accommodation,1314,2787,1253695,7587,642,0.0846,290.16,186279,0.0631,4.04
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Events,Hotel,2313,3523,1656492,7397,893,0.1207,766.8,684754,0.0353,4.37
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Events,Serviced Apartment,885,1697,753416,7377,517,0.0701,392.51,202925,0.0928,3.89
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Events,Resort,499,1115,506193,4965,307,0.0618,852.13,261605,0.043,4.83
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Domestic,Events,Other Paid Accommodation,441,1010,505270,4817,289,0.06,264.16,76341,0.0718,4.36
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Leisure,Hotel,8170,34986,29520974,16709,9713,0.5813,595.6,5785086,0.0242,4.47
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Leisure,Serviced Apartment,3965,16763,14111969,10805,5090,0.4711,455.28,2317355,0.0928,4.26
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Leisure,Resort,1966,8303,6840554,7396,2216,0.2996,869.48,1926777,0.0259,4.4
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Leisure,Other Paid Accommodation,1434,6140,5743028,7919,1551,0.1959,297.33,461156,0.0876,4.58
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Business,Hotel,4142,18246,15528752,9995,5411,0.5414,656.71,3553438,0.0541,3.97
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Business,Serviced Apartment,1625,6839,6061162,8179,2056,0.2514,413.26,849661,0.0451,3.97
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Business,Resort,836,3491,2956933,5935,966,0.1628,805.89,778491,0.078,4.73
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Business,Other Paid Accommodation,794,3226,2871405,5325,875,0.1643,267.83,234350,0.0433,3.93
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Religious,Hotel,7146,37099,34912421,15519,11075,0.7136,546.92,6057164,0.0627,4.37
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Religious,Serviced Apartment,3417,17937,14467019,10014,4630,0.4624,469.36,2173137,0.0836,4.08
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Religious,Resort,1609,8647,6730079,7313,2272,0.3107,892.61,2028003,0.0476,4.44
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Religious,Other Paid Accommodation,1574,8549,8033871,5337,2445,0.4581,282.19,689945,0.0681,3.9
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Family Visit,Hotel,4013,17570,16082325,12464,5693,0.4568,537.61,3060585,0.0661,4.33
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Family Visit,Serviced Apartment,1950,8746,7172021,7211,2704,0.375,357.72,967277,0.0431,4.26
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Family Visit,Resort,1150,4444,3897938,7177,1385,0.193,879.96,1218749,0.024,3.95
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Family Visit,Other Paid Accommodation,1004,4305,3508409,6910,1216,0.176,226.69,275649,0.0175,4.23
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Events,Hotel,1754,7459,5561072,5863,2167,0.3696,649.67,1407832,0.0651,4.15
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Events,Serviced Apartment,642,2838,2583690,4952,844,0.1704,401.34,338727,0.055,3.99
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Events,Resort,329,1419,1089845,4733,373,0.0788,920.04,343174,0.0483,4.19
2024-05-01,2024,Q2,5,May,Makkah,Western,Jeddah,Inbound,Events,Other Paid Accommodation,321,1350,1288435,5303,434,0.0818,329.93,143190,0.0815,4.25
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Leisure,Hotel,7809,17674,7478179,17193,5081,0.2955,577.66,2935100,0.0337,4.32
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Leisure,Serviced Apartment,3233,6051,2607075,10172,1925,0.1892,340.49,655447,0.0753,4.01
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Leisure,Resort,1612,3907,1638064,6566,1056,0.1608,690.11,728756,0.059,4.14
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Leisure,Other Paid Accommodation,1435,2672,1126901,6047,811,0.1341,234.01,189781,0.0802,4.25
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Business,Hotel,3001,6142,2845616,8460,2037,0.2408,542.64,1105363,0.0829,4.33
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Business,Serviced Apartment,1524,3536,1483463,6721,846,0.1259,372.79,315376,0.0716,3.94
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Business,Resort,731,1525,602782,6080,357,0.0587,689.33,246091,0.041,4.32
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Business,Other Paid Accommodation,648,1288,614307,6779,373,0.055,264.91,98812,0.0828,3.8
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Religious,Hotel,5901,16275,6918322,12270,4243,0.3458,506.69,2149899,0.0548,4.26
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Religious,Serviced Apartment,2578,8310,3166028,8881,2737,0.3082,357.74,979124,0.1267,4.01
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Religious,Resort,1410,4647,1931856,8155,1023,0.1254,693.81,709767,0.1116,4.15
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Religious,Other Paid Accommodation,1417,4847,2026873,7317,1322,0.1807,199.17,263308,0.0815,4.0
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Family Visit,Hotel,3521,7666,3281728,10952,2058,0.1879,555.72,1143680,0.0705,4.36
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Family Visit,Serviced Apartment,1637,3002,1289366,7414,805,0.1086,353.2,284327,0.1337,3.67
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Family Visit,Resort,854,1932,750772,6576,545,0.0829,628.47,342517,0.0554,4.72
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Family Visit,Other Paid Accommodation,690,1388,577182,5978,367,0.0614,241.58,88659,0.0691,4.33
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Events,Hotel,1408,3080,1311971,5424,855,0.1576,566.34,484222,0.0297,3.94
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Events,Serviced Apartment,590,1062,443290,5281,330,0.0625,358.48,118298,0.0898,4.16
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Events,Resort,333,649,278198,6727,202,0.03,704.56,142321,0.0194,4.17
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Domestic,Events,Other Paid Accommodation,300,584,249565,5116,159,0.0311,265.19,42165,0.0764,4.66
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Leisure,Hotel,5141,21727,16419242,12589,5305,0.4214,476.0,2525189,0.0889,4.5
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Leisure,Serviced Apartment,1705,7454,5605314,6575,1991,0.3028,374.87,746369,0.0852,4.22
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Leisure,Resort,1072,4257,3341470,6056,1385,0.2287,698.11,966882,0.1257,4.23
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Leisure,Other Paid Accommodation,946,3917,2752201,7661,1086,0.1418,252.04,273715,0.1104,4.12
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Business,Hotel,2227,9417,6606035,6315,2235,0.3539,571.64,1277607,0.0619,4.47
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Business,Serviced Apartment,879,3414,2729466,5351,988,0.1846,375.86,371347,0.0689,4.27
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Business,Resort,433,2071,1615524,6392,617,0.0965,711.98,439293,0.0719,4.54
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Business,Other Paid Accommodation,435,1861,1454056,4879,532,0.109,207.47,110373,0.0929,4.54
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Religious,Hotel,4513,25721,18653993,11146,7153,0.6418,525.36,3757890,0.0591,4.04
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Religious,Serviced Apartment,1915,10021,8372859,8198,2806,0.3423,365.2,1024761,0.1081,3.49
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Religious,Resort,944,5125,3938454,7273,1331,0.183,653.71,870086,0.0354,4.04
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Religious,Other Paid Accommodation,887,4879,3904565,5792,1291,0.2229,271.75,350831,0.0955,4.34
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Family Visit,Hotel,2156,9899,7481737,8216,2832,0.3447,526.84,1492023,0.0657,4.31
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Family Visit,Serviced Apartment,1061,4636,3781223,5400,1211,0.2243,373.88,452771,0.0307,4.19
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Family Visit,Resort,516,2224,1604536,5368,595,0.1108,734.19,436842,0.094,4.53
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Family Visit,Other Paid Accommodation,513,2040,1790365,5639,574,0.1018,244.65,140429,0.0788,3.94
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Events,Hotel,871,3975,2656813,6261,981,0.1567,561.14,550475,0.0985,4.24
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Events,Serviced Apartment,338,1360,887380,5206,366,0.0703,351.2,128540,0.01,3.72
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Events,Resort,161,678,533374,4064,181,0.0445,686.66,124284,0.1208,4.17
2024-05-01,2024,Q2,5,May,Madinah,Western,Madinah,Inbound,Events,Other Paid Accommodation,162,653,439674,5875,175,0.0298,232.54,40695,0.0746,3.76
2024-05-01,2024,Q2,5,May,Eastern Province,Eastern,Dammam,Domestic,Leisure,Hotel,7062,12258,5697077,14954,3252,0.2175,547.92,1781834,0.0613,4.5
2024-05-01,2024,Q2,5,May,Eastern Province,Eastern,Dammam,Domestic,Leisure,Serviced Apartment,2535,5684,2536261,8404,1700,0.2023,364.5,619652,0.1033,4.06
2024-05-01,2024,Q2,5,May,Eastern Province,Eastern,Dammam,Domestic,Leisure,Resort,1497,2912,1075758,5748,776,0.135,735.12,570455,0.0704,4.47
2024-05-01,2024,Q2,5,May,Eastern Province,Eastern,Dammam,Domestic,Leisure,Other Paid Accommodation,1118,2733,1240513,7513,838,0.1115,210.19,176137,0.0875,4.34
2024-05-01,2024,Q2,5,May,Eastern Province,Eastern,Dammam,Domestic,Business,Hotel,3136,7116,3068435,9831,2169,0.2206,494.07,1071634,0.0792,4.13
2024-05-01,2024,Q2,5,May,Eastern Province,Eastern,Dammam,Domestic,Business,Serviced Apartment,1150,1800,716511,6187,475,0.0768,340.66,161814,0.0404,4.07
2024-05-01,2024,Q2,5,May,Eastern Province,Eastern,Dammam,Domestic,Business,Resort,690,1407,636969,7206,366,0.0508,752.8,275523,0.0372,4.01
